,Year,State_pair,M_ij_mean,M_ij_sd,path_ind,M_ij,P_i,P_j,H_i,H_j,I_i,I_j,AF_i,AF_j,D_ij,A_i,A_j,rho_i,rho_j,SP_ij,SH_ij,SI_ij,SA_ij,SAF_ij,Srho_ij,ADC_i,ADC_j,pred_gravity,pred_radiation,pred_xgb
30613,2017,Alabama - Indiana,3616.0,488.7972928570624,4.5,3607.1,4877989.0,12779893.0,297.42,271.12,50865.0,65969.0,0.005847242701268,0.0041098091527838,826.1973355795686,135775.57,94327.8,35.92685340963768,135.48384463540972,74189947.0,3092.0100000000007,551904.0,1220599.66,0.0056024417289963,60.78155633764472,1500.0,375.0,2051.989424723203,1670.0386297712316,1410.6007
30614,2017,Alabama - Iowa,243.0,324.6489482408847,4.5,232.9,4877989.0,6662068.0,297.42,279.03,50865.0,58767.0,0.005847242701268,0.004748072898055,1214.850449208837,135775.57,145754.84,35.92685340963768,45.70735352596181,156069495.0,7030.08,1217354.0,3245241.51,0.0057748855304208,48.09179671808155,1500.0,750.0,1061.3378739849252,671.6225220755282,299.46964
30615,2017,Alabama - Kansas,351.0,458.3994512614739,4.5,273.1,4877989.0,2910892.0,297.42,261.63,50865.0,56900.0,0.005847242701268,0.0045980667838312,1127.3768200525728,135775.57,213110.37999999998,35.92685340963768,13.65908127046651,137153665.0,6021.26,1021956.0,2749259.1,0.0058918974985224,49.88750059970703,1500.0,375.0,777.1006923650663,512.1929000258126,472.71454
30616,2017,Alabama - Kentucky,2453.0,459.6153649252975,4.5,2316.4,4877989.0,4455590.0,297.42,318.16,50865.0,49672.0,0.005847242701268,0.0064052182315992,661.4857496037382,135775.57,104664.49,35.92685340963768,42.57021650800573,60969113.0,2212.9100000000003,380709.0,913780.49,0.0058126022762792,66.72183710116201,1500.0,750.0,1553.9648529885635,1240.9780436343274,1487.0211
30617,2017,Alabama - Louisiana,4346.0,1054.8051033669194,4.5,4209.9,4877989.0,4673673.0,297.42,271.02,50865.0,43565.0,0.005847242701268,0.0062210490072305,507.4841478870186,135775.57,134273.37,35.92685340963768,34.80714753789229,44220250.0,1320.92,222907.0,558867.61,0.0059258794026208,79.12473224204209,1500.0,750.0,2033.1729551613942,1641.1529993969425,2469.633
30618,2017,Alabama - Maine,64.0,109.43222974411844,4.5,97.3,4877989.0,6863560.0,297.42,496.77,50865.0,76243.0,0.005847242701268,0.0065156145482208,1953.4885207330503,135775.57,91652.33,35.92685340963768,74.88691231308576,229645208.0,14172.529999999995,2292487.0,5406676.8,0.0061821637374606,42.47437316763599,1500.0,0.0,690.8706106749095,485.389012929399,48.75354
30619,2017,Alabama - Maryland,2195.0,738.0595939408877,4.5,2508.0,4877989.0,6028186.0,297.42,447.18999999999994,50865.0,82093.0,0.005847242701268,0.0054473584836709,1147.9718196892018,135775.57,32134.129999999997,35.92685340963768,187.59449843515293,140064557.0,6282.89,1078856.0,2962369.48,0.0058236595059952,47.281258447207605,1500.0,52.5,1068.5209317318015,704.6670702773907,733.96045
30620,2017,Alabama - Massachusetts,522.0,141.04598500353043,4.5,488.0,4877989.0,1335743.0,297.42,716.19,50865.0,53316.0,0.005847242701268,0.0134329282016655,1734.6658553708262,135775.57,27337.45,35.92685340963768,48.86128735489228,201962162.0,11125.41,1846103.0,4292580.53,0.0060264297279187,47.04912594848861,1500.0,0.0,362.93441755743675,252.03760879366652,447.9291
30621,2017,Alabama - Michigan,5007.0,1101.0098225922138,4.5,4711.6,4877989.0,9976752.0,297.42,300.0,50865.0,56405.0,0.005847242701268,0.0053186774222143,1163.303893031063,135775.57,250737.9,35.92685340963768,39.78956511959301,146092743.0,6730.08,1160949.0,2994503.61,0.0057970505164309,48.78696506229959,1500.0,750.0,1330.990243046598,854.0761299983195,594.8383
30622,2017,Alabama - Minnesota,701.0,400.6435522298559,4.5,576.4,4877989.0,5569283.0,297.42,360.7,50865.0,69975.0,0.005847242701268,0.0051546981064665,1518.310104192675,135775.57,225182.37000000002,35.92685340963768,24.73232251707805,189668157.0,9253.39,1590822.0,3907947.4,0.0058167349961215,48.53395851745599,1500.0,3500.0,793.7790987617669,521.4225950121415,398.02866
30623,2017,Alabama - Mississippi,10358.0,1561.8411011813348,4.5,10697.8,4877989.0,6111382.0,297.42,258.93,50865.0,56530.0,0.005847242701268,0.0045803997877233,369.0195898271671,135775.57,125444.06000000001,35.92685340963768,48.71798632792976,31394120.0,723.14,111071.0,324265.41000000003,0.0065106103303292,96.8161235575512,1500.0,750.0,3094.1994897631043,2388.7962600216515,4471.8916
30624,2017,Alabama - Missouri,1270.0,487.58137919323883,4.5,1414.7,4877989.0,2990674.0,297.42,302.05,50865.0,43281.0,0.005847242701268,0.006978812874009299,873.341194693325,135775.57,180546.31,35.92685340963768,16.564581131566744,86969840.0,3363.130000000001,617873.0,1314927.4599999995,0.0054430764898288,66.1404089925995,1500.0,1500.0,998.3341414672043,768.7426746418708,1202.3458
30625,2017,Alabama - Montana,85.0,246.22251692426647,4.5,231.5,4877989.0,1053862.0,297.42,419.9599999999999,50865.0,57407.0,0.005847242701268,0.007315484174403799,2697.8925414701384,135775.57,380849.14,35.92685340963768,2.767137665060764,262210012.0,15795.499999999996,2549813.0,6196629.389999999,0.0061947680084774,42.31494180096513,1500.0,3500.0,215.23257040558528,178.24290365317492,33.169907
30626,2017,Alabama - Nebraska,603.0,203.66553869044267,4.5,621.9,4877989.0,10275758.0,297.42,298.17,50865.0,49547.0,0.005847242701268,0.0060179223767332,1318.7608498424086,135775.57,200357.22,35.92685340963768,51.28718595716191,178042004.0,8466.410000000002,1465645.0,3685000.2,0.0057765761831821,48.315330891976615,1500.0,1500.0,1200.3214225996337,729.837896470567,287.91263
30627,2017,Alabama - Nevada,620.0,949.0206146142716,4.5,789.7,4877989.0,756755.0,297.42,317.18,50865.0,60167.0,0.005847242701268,0.0052716605448169,3094.656660352018,135775.57,286368.53,35.92685340963768,2.6425913489865667,266407608.0,16563.729999999996,2670687.0,6793935.189999998,0.0062020483868008,39.21256246190363,1500.0,175.0,162.38317026630148,150.0502585548801,323.41016
30628,2017,Alabama - New Hampshire,240.0,195.1541430436779,4.5,172.8,4877989.0,1916998.0,297.42,432.36,50865.0,59583.0,0.005847242701268,0.0072564322038165,1765.1200208469018,135775.57,24219.09,35.92685340963768,79.15235460952496,203297905.0,11841.599999999997,1899419.0,4319917.98,0.0062343274443395,47.06059372914298,1500.0,0.0,421.83924553349,297.32286744419366,72.72294
30629,2017,Alabama - New Jersey,2922.0,408.5469910447089,4.5,2991.8,4877989.0,1350395.0,297.42,488.81000000000006,50865.0,75630.0,0.005847242701268,0.0064631759883644006,1350.858960474906,135775.57,22589.98,35.92685340963768,59.778494713142734,188317762.0,8764.58,1515192.0,3885357.4200000004,0.0057844682390086,48.46858130236059,1500.0,0.0,460.729776229615,269.6306248291862,375.8287
30630,2017,Alabama - New Mexico,726.0,400.0355953979441,4.5,702.0,4877989.0,8888147.0,297.42,304.49,50865.0,71240.0,0.005847242701268,0.0042741437394722,1847.9102067708875,135775.57,314925.87,35.92685340963768,28.222981490850533,214559646.0,13081.869999999995,2086727.0,4568783.31,0.0062690855104668,46.96209722408569,1500.0,175.0,819.6625285987471,580.5809107466104,625.29425
30631,2017,Alabama - New York,4909.0,330.7285165600024,4.5,4796.6,4877989.0,2092844.0,297.42,622.27,50865.0,45601.0,0.005847242701268,0.013645972676037798,1586.0729770796438,135775.57,141090.25,35.92685340963768,14.83337083887795,195237440.0,9614.09,1660797.0,4133129.770000001,0.0057888411407294,47.23719090968682,1500.0,375.0,485.39929488688085,321.26531637372346,912.026
30632,2017,Alabama - North Carolina,4868.0,750.2187305791231,4.5,4831.1,4877989.0,2972097.0,297.42,341.81,50865.0,58041.0,0.005847242701268,0.0058891128684895,799.0931214064777,135775.57,139396.38999999998,35.92685340963768,21.3211905989818,71217850.0,2750.2000000000003,493863.0,1081203.27,0.0055687508479072,65.86906641523568,1500.0,750.0,1081.420400627871,907.6780225567356,2024.4415
30633,2017,Alabama - North Dakota,0.0,123.41523687808913,4.5,0.0,4877989.0,19593849.0,297.42,356.51,50865.0,61543.0,0.005847242701268,0.0057928602765546,2192.989049277944,135775.57,183123.36,35.92685340963768,106.99808588046878,236508768.0,14669.299999999994,2368730.0,5498329.13,0.0061928966154859,43.01466180144804,1500.0,1500.0,1005.5779533797365,762.2674158514697,112.011055
30634,2017,Alabama - Ohio,2859.0,497.91664533573896,4.5,3008.6,4877989.0,11665706.0,297.42,265.14,50865.0,60688.0,0.005847242701268,0.0043689032428157,894.7529584683,135775.57,116104.51999999999,35.92685340963768,100.47589878499132,91680259.0,3992.44,720651.0,1645481.3899999997,0.0055400464302415,55.716375497871795,1500.0,375.0,1826.7655631673367,1353.6034747281485,2022.6904
30635,2017,Alabama - Oklahoma,862.0,427.39365283397376,4.5,787.7,4877989.0,3933602.0,297.42,231.35,50865.0,51882.0,0.005847242701268,0.0044591573185305,1094.232361474994,135775.57,181048.77,35.92685340963768,21.72675351508878,103971097.0,4689.9800000000005,845021.0,1872357.6200000003,0.0055501342570184,55.52950776572267,1500.0,750.0,917.9167626164252,748.8259099784191,1115.2448
30636,2017,Alabama - Oregon,151.0,409.76290470853235,4.5,212.6,4877989.0,4147294.0,297.42,502.48,50865.0,62498.0,0.005847242701268,0.0080399372779928,3446.8705095217765,135775.57,254819.74,35.92685340963768,16.275403153617535,306502148.0,17460.35,2800892.0,7504304.849999999,0.0062338533581444,40.84350970896392,1500.0,750.0,322.2442806272396,296.61911053754807,407.68503
30637,2017,Alabama - Pennsylvania,1991.0,436.5130053126503,4.5,1762.2,4877989.0,12794679.0,297.42,397.51,50865.0,61285.0,0.005847242701268,0.0064862527535285,1216.391648825467,135775.57,119290.22,35.92685340963768,107.25673068588523,162731563.0,7309.110000000002,1276121.0,3390996.35,0.0057275994987936,47.98930644676159,1500.0,52.5,1431.7208617062834,870.1593180320734,1028.2036
30638,2017,Alabama - Rhode Island,139.0,173.2676970948542,4.5,108.1,4877989.0,1056554.0,297.42,503.36,50865.0,65401.0,0.005847242701268,0.0076965184018592,1682.014239639116,135775.57,4001.55,35.92685340963768,264.03618597793354,200905608.0,10622.05,1780702.0,4288578.98,0.0059650912954553,46.84666154848336,1500.0,0.0,335.2322168327563,226.54407150061286,153.63081
30639,2017,Alabama - South Carolina,1848.0,418.88225718720895,4.5,1885.7,4877989.0,5027102.0,297.42,352.49,50865.0,54537.0,0.005847242701268,0.006463318481031199,520.8552515268335,135775.57,82898.12999999999,35.92685340963768,60.641922803324995,48893923.0,1591.94,266472.0,693140.9800000001,0.0059741361193671,70.53965125536222,1500.0,750.0,2052.2708258603757,1564.7717158304088,2221.1177
30640,2017,Alabama - South Dakota,0.0,144.69372599500105,4.5,59.9,4877989.0,873732.0,297.42,351.92,50865.0,56914.0,0.005847242701268,0.0061833643743191,1807.11112781435,135775.57,199743.39,35.92685340963768,4.374272410215928,213685914.0,12729.949999999995,2029813.0,4369039.919999999,0.0062714890484985,48.9091237234564,1500.0,750.0,287.16636476256014,195.87377473013174,13.76128
30641,2017,Alabama - Tennessee,9812.0,1488.2783245200108,4.5,9944.2,4877989.0,6714748.0,297.42,338.85,50865.0,55306.0,0.005847242701268,0.006126821683,425.46150290588264,135775.57,109158.13999999998,35.92685340963768,61.51394664658083,37505502.0,982.07,167601.0,449709.4699999999,0.0058595712436083,83.39940450887102,1500.0,750.0,2830.548128817234,2175.4553630581254,8140.504
30642,2017,Alabama - Texas,9001.0,1815.9670569204543,4.5,9719.2,4877989.0,28291024.0,297.42,296.74,50865.0,60092.0,0.005847242701268,0.0049380949211209,1113.7154045682742,135775.57,695676.59,35.92685340963768,40.66691966737015,108862641.0,5724.52,961864.0,2053582.5100000002,0.0059514858649455,53.01108695165114,1500.0,150000.0,2239.82592792973,1693.777458958925,8156.0166
30643,2017,Alabama - Utah,184.0,552.0248033758863,4.5,574.7,4877989.0,3103540.0,297.42,412.64,50865.0,69789.0,0.005847242701268,0.0059126796486552,2459.4007857849047,135775.57,219901.35999999996,35.92685340963768,14.11332790301979,259106472.0,15382.86,2480024.0,5976728.029999998,0.0062027061028441,43.35256192007118,1500.0,0.0,386.45142487165754,300.67709261841566,416.119
30644,2017,Alabama - Vermont,65.0,120.37545271853028,4.5,105.1,4877989.0,8471011.0,297.42,455.98999999999995,50865.0,70811.0,0.005847242701268,0.006439536230246701,1779.0652001210142,135775.57,24902.85,35.92685340963768,340.16231073953384,205214903.0,12273.959999999995,1959002.0,4344137.069999999,0.0062654147366873,47.23950918058855,1500.0,0.0,830.6157290298788,590.5148580341508,16.431505
30645,2017,Alabama - Virginia,4390.0,880.9294494401535,4.5,4533.7,4877989.0,625132.0,297.42,432.4,50865.0,63682.0,0.005847242701268,0.0067899877516409,987.9896412364724,135775.57,110771.71,35.92685340963768,5.643426466920119,103345965.0,4257.58,781339.0,1761585.9099999997,0.0054490816406195,58.66643483768555,1500.0,175.0,432.5357274464889,317.6042178856226,4061.1638
30646,2017,Alabama - Washington,1023.0,269.93283336882547,4.5,1067.0,4877989.0,7427951.0,297.42,537.48,50865.0,71540.0,0.005847242701268,0.007512999720436101,3488.8815042744013,135775.57,184674.77,35.92685340963768,40.22179640456572,310649442.0,17962.829999999998,2863390.0,7759124.589999999,0.0062732739864286,40.03666114607396,1500.0,375.0,416.9165676599198,385.1882001571725,1188.3986
30647,2017,Alabama - West Virginia,361.0,268.71691970500194,4.5,499.2,4877989.0,5793147.0,297.42,219.13000000000002,50865.0,63482.0,0.005847242701268,0.0034518446173718,787.6579078306804,135775.57,62758.28999999999,35.92685340963768,92.30887266048836,65424703.0,2531.07,430381.0,1018444.9800000001,0.0058809984641515,64.23980115253747,1500.0,52.5,1490.404693692006,1316.4569200437008,180.21455
30648,2017,Alabama - Wisconsin,590.0,159.28468996088353,4.5,479.6,4877989.0,1818683.0,297.42,324.39,50865.0,46957.0,0.005847242701268,0.0069082351939007995,1221.914375110254,135775.57,169652.77,35.92685340963768,10.720031273288376,175526242.0,7706.620000000001,1337406.0,3510286.5699999994,0.0057623638595908,50.003393882454446,1500.0,750.0,580.3915687306845,330.42856343288173,330.03836
30649,2017,Alabama - Wyoming,294.0,29.78988476367669,4.5,303.5,4877989.0,579994.0,297.42,297.51,50865.0,59536.0,0.005847242701268,0.004997144584789,1911.6636304916883,135775.57,253348.62000000002,35.92685340963768,2.289311858102878,229065214.0,13875.019999999995,2232951.0,5153328.18,0.0062137592808798,44.449956610370585,1500.0,375.0,225.46436900755765,151.38785677479143,191.71848
30650,2017,Alaska - Alabama,1151.0,687.599176892211,4.5,1363.1,740983.0,4877989.0,317.21,297.42,77987.0,50865.0,0.0040674727839255,0.005847242701268,4589.232235384378,1700140.75,135775.57,0.43583626826190713,35.92685340963768,286812360.0,15901.709999999995,2579184.0,7432333.929999998,0.0061654034764483,38.5898107783217,0.0,1500.0,124.57956786022073,135.98200287616504,640.8508
30651,2017,Alaska - Arizona,2320.0,552.0248033758863,4.5,2187.2,740983.0,3003855.0,317.21,357.05,77987.0,49751.0,0.0040674727839255,0.0071767401660268,3226.721081514231,1700140.75,295275.54,0.43583626826190713,10.173057341627418,91205200.0,4972.75,777858.0,3098088.07,0.0063928763347551,29.439188925316774,0.0,52.5,138.51261902922383,304.81398287485496,2415.0146
30652,2017,Alaska - Arkansas,386.0,307.6261569473552,4.5,370.6,740983.0,7048088.0,317.21,268.48,77987.0,59700.0,0.0040674727839255,0.0044971524288107,4043.751636082057,1700140.75,137741.38,0.43583626826190713,51.16899511243462,156165269.0,8229.29,1388054.0,5293833.089999999,0.0059286526316699,29.499469731109336,0.0,750.0,166.37274141923854,279.20537752417397,208.55823
30653,2017,Alaska - California,3985.0,1169.7089445982438,4.5,3775.3,740983.0,39337785.0,317.21,579.44,77987.0,70038.0,0.0040674727839255,0.0082732231074559,2384.986158695835,1700140.75,424001.13,0.43583626826190713,92.77754755040394,16529596.0,2125.37,315079.0,1323168.84,0.006745514616969,12.492431426967402,0.0,35000.0,602.9299174086716,2870.628619955177,4343.848
30654,2017,Alaska - Colorado,1771.0,752.6505579067702,4.5,1853.8,740983.0,5617421.0,317.21,488.66,77987.0,74984.0,0.0040674727839255,0.0065168569294782,2934.0460237563325,1700140.75,269619.0,0.43583626826190713,20.83466298740074,80018496.0,4123.39,632899.0,2603286.7,0.0065150837653401,30.737488882803422,0.0,3500.0,202.32489178104655,455.41891522933616,1786.5669
30655,2017,Alaska - Connecticut,164.0,184.81887690117784,4.5,162.9,740983.0,3575324.0,317.21,385.69,77987.0,74304.0,0.0040674727839255,0.0051907030577088,4582.53678074625,1700140.75,14358.959999999997,0.43583626826190713,248.99602756745617,275858455.0,14580.02,2347157.0,7363250.859999998,0.0062117787604323,37.46422066081829,0.0,0.0,107.99987417483264,121.65456110280796,37.11976
30656,2017,Alaska - Delaware,0.0,61.40364002308869,4.5,4.7,740983.0,697079.0,317.21,435.4,77987.0,81282.0,0.0040674727839255,0.0053566595310154,4625.756154456843,1700140.75,5060.86,0.43583626826190713,137.73923799512335,291690349.0,16199.129999999996,2630049.0,7568109.499999998,0.006159250264919,38.54203602630222,0.0,0.0,49.92307102284874,52.84556509810034,279.86728
30657,2017,Alaska - District of Columbia,0.0,182.38704957353076,4.5,24.3,740983.0,957942.0,317.21,803.19,77987.0,64961.0,0.0040674727839255,0.0123641877434152,4558.425996181487,1700140.75,176.12,0.43583626826190713,5439.1437656143535,264483482.0,13453.399999999998,2224211.0,7209122.549999999,0.0060486167904034,36.68733332879742,0.0,0.0,58.75508553108517,67.42732712706281,107.79205
30658,2017,Alaska - Florida,956.0,1559.409273853688,4.5,1045.5,740983.0,20977089.0,317.21,399.71,77987.0,53086.0,0.0040674727839255,0.0075294804656594,4872.940190270881,1700140.75,170313.22,0.43583626826190713,123.16770829651391,303404056.0,18980.78,3006308.0,7937575.589999998,0.0063136511628216,38.22376902869911,0.0,35000.0,231.34604450740545,253.6840686680216,4666.6055
30659,2017,Alaska - Georgia,1639.0,1078.5154198114783,4.5,2004.7,740983.0,10417031.0,317.21,323.43,77987.0,57985.0,0.0040674727839255,0.0055778218504785,4571.318309673067,1700140.75,153952.19,0.43583626826190713,67.66406505811966,265441424.0,14256.59,2289172.0,7209298.669999999,0.0062278369646317,36.81931296654132,0.0,3500.0,177.69744535324494,207.8107410390823,1332.6361
30660,2017,Alaska - Hawaii,1119.0,359.3024876598556,4.5,1132.2,740983.0,1425763.0,317.21,582.76,77987.0,73599.0,0.0040674727839255,0.007918042364706,4522.78462545189,1700140.75,28313.879999999997,0.43583626826190713,50.35562063553282,254277161.0,11941.51,2014786.0,7064937.249999998,0.0059269371536232,35.99142526000497,0.0,0.0,71.2805473452617,84.60334142306174,531.3714
30661,2017,Alaska - Idaho,168.0,333.76830071956124,4.5,242.7,740983.0,3143734.0,317.21,348.27,77987.0,63467.0,0.0040674727839255,0.0054874186585154,2057.0759995847307,1700140.75,216456.66,0.43583626826190713,14.5236187234895,12629107.0,1459.92,191445.0,820343.6499999999,0.007625793308783201,15.394898223445747,0.0,175.0,215.72474798042398,1676.4588177303597,1248.3708
30662,2017,Alaska - Illinois,559.0,690.6389610517698,4.5,516.2,740983.0,1719745.0,317.21,327.26,77987.0,59497.0,0.0040674727839255,0.0055004454006084,3757.064605269853,1700140.75,150007.62,0.43583626826190713,11.464384275945449,131688879.0,7330.910000000002,1206183.0,4798759.77,0.0060777759262068,27.442273693979892,0.0,1500.0,92.66293236638063,168.60616866357452,988.0253
30663,2017,Alaska - Indiana,196.0,108.82427291220668,4.5,149.2,740983.0,12779893.0,317.21,271.12,77987.0,65969.0,0.0040674727839255,0.0041098091527838,3956.9213661250205,1700140.75,94327.8,0.43583626826190713,135.48384463540972,143385376.0,7958.170000000003,1322085.0,5199505.289999999,0.0060194087369571,27.57673432427645,0.0,375.0,223.5928738908422,393.5846269307719,89.86818
30664,2017,Alaska - Iowa,0.0,283.3078836708844,4.5,127.5,740983.0,6662068.0,317.21,279.03,77987.0,58767.0,0.0040674727839255,0.004748072898055,3383.319105222827,1700140.75,145754.84,0.43583626826190713,45.70735352596181,113372960.0,5932.460000000001,948396.0,3908646.7,0.006255256243172599,29.005681173486472,0.0,750.0,191.57785252493125,361.7331268781605,207.01848
30665,2017,Alaska - Kansas,555.0,246.22251692426647,4.5,484.3,740983.0,2910892.0,317.21,261.63,77987.0,56900.0,0.0040674727839255,0.0045980667838312,3482.620462896376,1700140.75,213110.37999999998,0.43583626826190713,13.65908127046651,120035028.0,6211.490000000002,1007163.0,4054401.54,0.0061673135331619,29.6061026062061,0.0,375.0,127.06793409639153,234.77127438234893,408.88077
30666,2017,Alaska - Kentucky,267.0,321.6091640813259,4.5,370.7,740983.0,4455590.0,317.21,318.16,77987.0,49672.0,0.0040674727839255,0.0064052182315992,4163.0490974813965,1700140.75,104664.49,0.43583626826190713,42.57021650800573,174879063.0,8762.910000000002,1508442.0,5547678.989999999,0.0058092455659548,31.52292396788446,0.0,750.0,130.90833047479956,204.01114546556403,294.29813
30667,2017,Alaska - Louisiana,325.0,197.58597037132495,4.5,252.0,740983.0,4673673.0,317.21,271.02,77987.0,43565.0,0.0040674727839255,0.0062210490072305,4497.231741175351,1700140.75,134273.37,0.43583626826190713,34.80714753789229,249603488.0,11670.49,1971221.0,6930663.879999998,0.0059204371300833,36.01436923240318,0.0,750.0,124.4775096093777,151.20162003895143,1189.2262
30668,2017,Alaska - Maine,338.0,569.047594669416,4.5,260.3,740983.0,6863560.0,317.21,496.77,77987.0,76243.0,0.0040674727839255,0.0065156145482208,4552.310798179612,1700140.75,91652.33,0.43583626826190713,74.88691231308576,257619922.0,12956.629999999996,2147968.0,7117470.219999997,0.00603204051457,36.19543377590698,0.0,0.0,147.05767160884014,175.91973103971839,33.90803
30669,2017,Alaska - Maryland,938.0,129.49480519720683,4.5,964.2,740983.0,6028186.0,317.21,447.18999999999994,77987.0,82093.0,0.0040674727839255,0.0054473584836709,4584.313779718525,1700140.75,32134.129999999997,0.43583626826190713,187.59449843515293,279433779.0,14965.709999999995,2421461.0,7377609.819999998,0.0061804464329592,37.87592266569609,0.0,52.5,137.56725336358355,153.81453380519497,139.3432
