,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Montana,2697.8925414701384,1982.472744866385,1461.9258217754962,2110.790334733747,1180.2215288022146,951.8035859706939,3149.7705086539922,3056.7545656624457,2954.8353429358663,2982.407453966442,2726.2791246436173,4974.730977537686,468.0103550112518,1957.2961264592207,2218.052486725137,1567.211045954611,1570.5644099086135,2402.883623059072,2538.3664260812525,3266.184869229655,2992.22950368386,3254.8066594762263,2203.534340755509,1476.1582718472164,2440.615081540602,1845.613951032509,0.0,1388.3975054083553,1038.075690192974,3174.4089887799555,3062.544531490233,1315.9957254623107,3027.770818830398,3013.713550657113,876.1116149639716,2446.8089007156404,1727.9575709137814,872.5208627622997,2898.285168202319,3242.774027447964,2951.3450885689376,943.496326739111,2389.2573918602066,2193.1461718233645,649.591814537881,3057.4103758170395,2997.461187432592,827.6330672515676,2636.294892589217,1821.07952339818,837.5852104343924
Nebraska,1318.7608498424086,3277.87042081522,1588.2432342049494,775.581734844398,2129.273084046249,714.5920235786191,2001.417478447112,1806.6853345271534,1685.9674910432482,1603.9453206486542,1337.9438871008858,6083.358458022431,1636.9738850905533,606.4424658496843,899.3939052741014,269.8876872056677,213.98305330566572,1053.3068392884975,1254.3477320727447,2227.713625407341,1729.3692770571279,2133.0110486110434,1027.3454509135695,544.9248423550426,1105.9709834692958,457.2942615433179,1388.3975054083548,0.0,1969.064745033727,2085.037714093379,1849.23186519393,991.6535152096023,1904.9010483858278,1667.2045236575907,946.6257529884944,1160.8453808526858,597.1393507117436,2185.7419880722327,1670.661023741587,2104.447960826187,1572.0500502997922,496.22932735513,1003.0180644116623,1176.3489577093337,1279.6448167111312,2004.2552877541896,1692.1114305527533,2198.9182533842336,1316.078393359334,653.2064779937247,682.9943200536486
Nevada,3094.6566603520187,2372.848775985498,935.8587045294316,2476.1246311012837,163.0411331683529,1268.3554402363234,3943.305644196712,3774.120800272028,3654.7426829630967,3357.1464734597193,3198.241047037005,4119.2914498207465,575.3649767312276,2572.6416922448275,2868.219759414668,2221.5400284944044,2070.4315775557375,3011.8441285759304,2771.583531213249,4122.217090497431,3697.8387653454433,4065.9118905737328,2961.7646718790784,2281.5399525358494,2759.3158715452946,2378.149419923058,1038.0756901929742,1969.064745033727,0.0,4002.8301650913604,3810.114186150344,1276.77664758825,3835.1094505354977,3617.29080277999,1850.8397696901045,3129.4420889013236,2001.5049584140454,696.1259878533317,3633.458346914582,4043.699693528797,3477.8051754164176,1706.3803424132648,2905.138919598094,2233.1601419703675,692.8032443370565,3902.7060745604717,3658.962925713132,912.4801911635705,3282.214513126803,2566.506392607165,1288.0801481595508
New Hampshire,1765.1200208469018,4534.221960207459,3658.089403812295,2021.2726451678059,4165.823441625405,2793.217931664355,186.16346702240716,560.5634772403209,664.2846007791868,1811.5680240843667,1531.430977702433,8113.468478638476,3565.2190053862296,1551.7073122481622,1272.1012925333553,1815.9196698272162,2066.8321852591394,1251.5304886345612,2238.039163195621,188.5931715122923,628.4283931398605,117.51106901980184,1057.7169830727457,1726.3995991380314,2031.4498868377661,1804.7962385927447,3174.4089887799555,2085.037714093379,4002.8301650913613,0.0,426.5431610784424,3048.4047047073223,192.08274427586144,1026.7920304379693,2325.220494360356,1017.8550009533104,2382.238505063246,4046.9289408925497,550.1798109222077,155.6370293993667,1313.601178389158,2302.2045139053303,1517.8757905022405,2725.4768495232347,3313.281488516954,142.4289768303876,805.5119265267293,3977.3953219505856,1005.9584238046497,1444.2800867191784,2731.5213788709148
New Jersey,1350.8589604749056,4584.685307600353,3379.25843220374,1662.8657829609383,3971.8592766089996,2563.592416188767,244.87821794246997,135.03743728110038,244.09567573051714,1385.742222869452,1116.0837989124957,7929.02897813508,3417.0228468329656,1268.0968316275282,970.7597788984394,1589.4729137148358,1793.3935252171545,898.8571818218463,1835.4198015740935,613.4792390858861,204.04213446487384,383.8086951869163,861.5159385965211,1586.4934873553239,1636.6390968144335,1506.6854443326406,3062.544531490233,1849.23186519393,3810.114186150344,426.54316107844215,0.0,2768.3009711641266,283.0126062000631,600.3763096241847,2258.837757711756,701.6637921893497,2061.8432548687383,3928.349512227594,179.96124664083874,331.55193486665354,887.5149858615482,2144.5245553813147,1142.578321533016,2353.409225930035,3117.3995480378053,484.30211876653044,379.032195948012,3884.2103234318897,627.2178395229581,1254.3479779149663,2523.0044429256895
New Mexico,1847.9102067708875,3266.638437722509,611.286566174555,1242.0600120539607,1409.970184281144,460.9118703711449,2946.9019459598767,2703.2578429163764,2573.4433580340965,2098.0497957732896,1979.3466786305446,5249.576572299571,1244.9575369155073,1503.5041051964777,1797.9329799383522,1256.5271990335807,981.8082443643164,1892.3290770885542,1495.9332566844146,3200.960882008277,2619.6262896278704,3085.026818121003,1998.650891678954,1498.7102966311709,1497.7740060831159,1262.0013499357506,1315.9957254623107,991.6535152096027,1276.77664758825,3048.4047047073223,2768.3009711641257,0.0,2862.3067547123746,2458.933490174818,1521.9054319468887,2066.7229801873746,762.4257446386042,1770.4509710410596,2588.5785667541577,3051.077658655185,2276.770706475645,1079.017790984781,1725.3728546866566,972.9453919104561,766.6023121472991,2978.152096771508,2543.2335463554928,1888.9512179171013,2174.555517250091,1641.7773831217253,617.5084768085652
New York,1586.0729770796434,4448.031030067976,3472.6104881390233,1829.4188138685618,3997.953139337379,2615.6903836429365,134.63744722499928,415.65948584686026,499.1532548198057,1646.568654919638,1353.7314715487198,7950.248648670715,3408.6611207173314,1362.9958405682294,1081.1313762079058,1636.7258532572937,1880.5003114788715,1059.9532391873088,2052.801025164877,373.0077803986951,469.46149146676925,230.82273697863076,879.2224487722668,1566.7446946396271,1844.1749709517428,1615.0957287152244,3027.770818830398,1904.901048385828,3835.1094505354977,192.08274427586147,283.01260620006326,2862.3067547123746,0.0,872.4399715101374,2190.6379782097415,825.8250552297297,2191.2170603208824,3899.6437700353727,370.22511580133215,215.31238910119282,1151.1584510193065,2140.356756455116,1327.8326553115214,2534.1868577777977,3143.985727467376,203.56221464621657,649.4498558112474,3837.914094362449,818.2157414705578,1270.630677393074,2558.380959711672
North Carolina,799.0931214064777,4727.547036875251,3056.0831925253324,1247.6586312619095,3773.7442031024657,2348.984061055005,843.0843027395908,466.3693688143797,376.34326429054676,790.4088589966343,570.8995920688527,7700.77439332686,3302.4713898882396,1064.7261228014984,796.6472067629704,1449.9047937955168,1546.867384576221,615.0512665635237,1304.2217033897682,1212.86318410444,402.981463579845,973.4059633409012,925.8404997013156,1590.1129151204643,1131.989683569841,1239.1422656093814,3013.713550657113,1667.2045236575907,3617.29080277999,1026.7920304379697,600.3763096241845,2458.933490174818,872.4399715101374,0.0,2313.2392630524655,603.0322521442652,1705.6141634766975,3845.5098332870257,523.490038859977,918.0009754186682,294.2290614675478,2070.2645507430707,734.1922385532839,1880.3014301835387,2937.560831704042,1075.9040331596968,223.00805875778366,3839.677897844803,390.9082269896525,1227.653299885061,2345.4102142111515
North Dakota,2192.9890492779436,2426.021308930082,1948.044424248234,1712.3732184611717,2006.6927842343748,1062.6587244674054,2317.893873044349,2272.5555611554505,2185.782002255137,2471.522367720254,2153.017919894986,5850.350195614084,1319.2602058351883,1336.0905246015873,1532.2437124487037,978.5726407867743,1159.9759561364112,1737.4302860958123,2197.3689602285367,2405.144951086807,2217.957351542527,2412.6433711225227,1424.901175199038,724.4647069504252,2035.2590356808414,1329.7947664977455,876.1116149639714,946.6257529884945,1850.839769690105,2325.2204943603565,2258.837757711756,1521.9054319468892,2190.6379782097415,2313.239263052466,0.0,1714.9774824226488,1505.9034255816885,1738.682710482745,2107.0382944812914,2405.7250853773066,2315.663095720691,495.4573552060877,1809.150811543603,2078.155939206226,1251.4290380556035,2202.198783512909,2254.2343945990538,1653.468167617381,1922.73848604956,1085.9793249162892,909.1059454803321
Ohio,894.7529584682995,4124.893714648119,2677.77595825731,1008.0196559259527,3289.9584643398994,1872.0487460767333,890.4261383521531,646.6457484985864,525.3265915066894,1063.7758001885675,700.6195167624406,7243.846568998957,2766.5545372483566,567.6976702793812,269.2102646963699,911.7851304309166,1092.6244134279996,253.6811833786835,1288.5128793527663,1192.3068254182417,568.5238965077189,1033.6487535895506,334.0673727638306,995.4561869364533,1067.2731971484998,805.5751407348654,2446.8089007156404,1160.845380852686,3129.4420889013236,1017.8550009533104,701.6637921893496,2066.7229801873746,825.8250552297295,603.0322521442653,1714.9774824226488,0.0,1369.930314923435,3296.233550742028,521.8618557962988,994.1776268049699,685.5235181273349,1506.9632018846116,536.5261133569204,1717.0113399357663,2438.5677498592618,983.3150902666599,550.6618518764849,3274.4260487493334,214.6071891026437,633.9576474160331,1841.7685993145412
Oklahoma,1094.2323614749941,3699.5066789105226,1350.6250838299686,480.52274363086497,2145.9411120205805,808.5984894267193,2260.3461748528507,1983.4197506976584,1850.9430828678123,1356.2478944935242,1217.0359377140312,6011.480005908597,1834.8246025692602,842.5444686931792,1110.141016260389,759.5688439445056,427.94080389355815,1166.3208935849893,816.9203450296337,2549.008615241498,1897.758430028989,2403.421537617807,1377.991086034867,1117.787769108508,761.9585795873332,585.7436997176918,1727.9575709137814,597.1393507117436,2001.5049584140454,2382.238505063246,2061.8432548687383,762.4257446386042,2191.2170603208824,1705.6141634766975,1505.903425581688,1369.9303149234352,0.0,2392.740320023846,1884.8095858994052,2364.0273446263377,1514.8420969144097,1016.3324238166397,971.7703332096021,580.3006916858086,1383.8239268782577,2331.2613563825794,1805.174061536982,2462.140334762361,1447.211966476473,1096.5434065312938,892.9679673097129
Oregon,3446.8705095217756,1676.7388168818968,1584.8170363257252,2834.005316242222,720.605078539586,1587.3869890412207,4020.928424331069,3917.4186155298125,3811.5173046471755,3725.341019057889,3507.88466889182,4118.1372063858635,560.0292367686994,2781.0897290563544,3056.413981287911,2396.668039838436,2340.081513370286,3230.6688445431646,3204.3390554192315,4137.7594120642625,3850.287609573351,4127.022100437114,3067.4052964016882,2342.6149225489394,3148.346322420728,2636.5168363379944,872.5208627622995,2185.7419880722323,696.1259878533317,4046.9289408925497,3928.349512227594,1770.4509710410596,3899.6437700353727,3845.5098332870257,1738.682710482745,3296.233550742028,2392.740320023846,0.0,3761.522634656258,4114.5142183735015,3756.5910841099158,1790.3726585775923,3183.66383169427,2740.982507701791,1018.6072902209927,3929.7050263632236,3845.39693065545,235.00237743686841,3477.50021015947,2679.5675678852976,1536.2513641141113
Pennsylvania,1216.391648825467,4456.981083127517,3199.60155989405,1493.0690738109383,3795.0024328583545,2384.792861691195,389.5496552954234,168.7751076015626,152.14216924464168,1280.1628074795246,983.6506809929791,7751.887200746049,3246.1106120624722,1088.1372535836588,790.8776019497204,1412.1472090437671,1613.4333716089066,725.2088763449809,1688.2678371806683,737.8945766306232,147.72582690127933,535.355917319649,694.7514947873232,1422.5347156512084,1483.4529006844425,1327.1610186623138,2898.2851682023183,1670.661023741587,3633.458346914582,550.1798109222077,179.96124664083874,2588.578566754158,370.2251158013321,523.490038859977,2107.0382944812914,521.8618557962988,1884.8095858994047,3761.522634656258,0.0,488.76584288487754,788.4196163375036,1974.6176384653945,977.751993570976,2189.1564208435348,2940.904623836562,568.0636870012105,307.72005083797893,3722.063624070425,461.582087644817,1083.5561449603945,2345.8624011619027
Rhode Island,1682.0142396391159,4651.114623800468,3662.1936035050894,1981.3106526400184,4206.412288378855,2817.343718042956,104.21671242510875,456.0462575586899,575.5161897113173,1708.011275054543,1447.1690805569644,8160.506431342794,3621.8729997205833,1547.943043035123,1258.1699189325625,1837.8237327983072,2070.1224578696483,1212.0851592288254,2166.719299314607,308.831795819599,534.1214258415314,56.19274516117301,1083.4008846936429,1779.8072251744695,1966.690875667846,1795.7637835572748,3242.774027447964,2104.447960826187,4043.699693528797,155.63702939936647,331.5519348666537,3051.077658655186,215.31238910119285,918.000975418668,2405.7250853773066,994.1776268049698,2364.0273446263373,4114.5142183735015,488.76584288487743,0.0,1210.055447538489,2352.3271561265155,1466.2779051393275,2677.7777903487095,3351.88823764895,287.2445675046228,702.3990689447877,4053.225424810091,949.8903342207464,1477.4759806978104,2763.967868835308
South Carolina,520.8552515268335,4741.650913003618,2860.1699795289205,1039.4722930272737,3630.3691627911403,2216.252546873158,1131.925444127091,755.5516539140893,652.2137378317624,498.34768518632796,310.84996423704195,7526.27143763224,3204.0251841651375,999.4077773843567,787.9236892552503,1388.7247247505338,1422.2762279683172,579.6262325754353,1028.2544937970374,1500.9842043982667,685.3907760174142,1265.104296952834,1017.9773165885115,1594.4629548164,873.6525527521165,1120.5351986649193,2951.345088568937,1572.0500502997922,3477.8051754164176,1313.601178389158,887.5149858615479,2276.770706475645,1151.1584510193063,294.22906146754804,2315.6630957206908,685.5235181273346,1514.8420969144097,3756.5910841099158,788.4196163375034,1210.0554475384893,0.0,2015.7969715951604,575.7217840789548,1625.6087778434216,2812.0630214193707,1353.2809426117049,508.802004233434,3769.3430535371544,486.6113018388093,1241.782292376283,2231.4339679254076
South Dakota,1807.11112781435,2783.745173958834,1579.5741210099243,1270.6174370642693,1869.3057037497658,641.76465999453,2254.5092491769615,2128.304077211843,2021.2035367299584,2091.695170909042,1807.1456158669537,5811.313225006925,1272.846708690495,1017.5139092780032,1274.5998234975184,627.2439555507643,706.666941482086,1460.3718261048632,1744.2757049546365,2416.7329639472578,2060.198750595843,2370.8249214127354,1283.3498688798732,576.271672645504,1601.8802443524055,935.0601816115325,943.496326739111,496.22932735513007,1706.3803424132648,2302.2045139053303,2144.5245553813147,1079.0177909847807,2140.3567564551163,2070.264550743071,495.4573552060877,1506.9632018846114,1016.3324238166391,1790.3726585775923,1974.6176384653945,2352.327156126516,2015.7969715951608,0.0,1464.4079438220192,1584.35826013528,1027.0298875863782,2198.256584456013,2057.1107176757514,1770.2612886230445,1693.4006187891312,891.0855481689252,511.04296908808675
Tennessee,425.46150290588315,4226.257283022112,2321.986362640842,526.8974457522309,3058.8586983537684,1641.3507380752524,1367.131778472718,1044.572794675996,911.3542438442774,676.7078445370914,345.09350579193574,6970.922487149532,2629.714828968603,474.27022364493945,407.02250710844254,844.5920005618707,846.7260023783125,282.8729446016863,752.4783150475191,1700.565117731913,957.8928932430395,1513.0144689462104,755.1429786549312,1111.9792419013681,530.7525824211698,547.4563904330328,2389.2573918602066,1003.0180644116623,2905.1389195980946,1517.8757905022408,1142.5783215330157,1725.3728546866564,1327.8326553115214,734.1922385532839,1809.1508115436031,536.5261133569206,971.7703332096022,3183.66383169427,977.7519935709757,1466.2779051393275,575.7217840789548,1464.407943822019,0.0,1211.5197402449658,2236.6867660508356,1502.332142375612,843.2092945575173,3201.8902107561607,516.4152223318769,799.8437919045635,1655.9641630070817
Texas,1113.7154045682742,4175.14733960972,1396.9969812779132,710.5483540625042,2354.1981478488533,1241.3500042136768,2578.347668097665,2251.0354428571745,2118.7665566681244,1292.5019766949786,1317.0060000300628,6029.932617010861,2204.7176545022753,1288.5424488516612,1493.322522876696,1312.4924225304183,993.4966339366271,1474.4415303351384,634.4358589863537,2905.3829845865866,2164.7489450460102,2724.2505558579574,1815.9703863669324,1682.6670478965132,752.001516037331,1054.5496053150825,2193.1461718233645,1176.3489577093335,2233.1601419703675,2725.476849523235,2353.409225930035,972.9453919104562,2534.1868577777987,1880.3014301835394,2078.1559392062254,1717.0113399357663,580.3006916858089,2740.982507701791,2189.1564208435357,2677.77779034871,1625.608777843422,1584.3582601352803,1211.5197402449658,0.0,1727.5151023572873,2700.012674751949,2034.1980954008143,2848.918565531962,1727.9348796458698,1605.754880606395,1365.8266848305057
Utah,2459.400785784904,2514.8614258414314,812.5766719845324,1840.5814998295875,854.9883697406176,596.9367240975611,3251.220162446009,3082.399577874852,2963.878097674299,2731.9687465302673,2543.073901751771,4812.090876784846,478.66057733182396,1885.1545390049105,2178.9711619811083,1529.2995819204104,1393.2628906146058,2328.001458953596,2189.402798014173,3436.0304586031148,3006.6778276766195,3374.722441573652,2269.4217621747234,1597.6269324107082,2144.599151001192,1700.248071231101,649.5918145378809,1279.6448167111314,692.8032443370565,3313.281488516954,3117.3995480378057,766.602312147299,3143.985727467376,2937.5608317040424,1251.4290380556035,2438.567749859262,1383.8239268782577,1018.6072902209928,2940.9046238365618,3351.88823764895,2812.063021419371,1027.0298875863782,2236.6867660508356,1727.5151023572878,0.0,3215.487356011112,2971.5198164675417,1123.2069959153532,2595.150709624278,1874.4482526103172,596.9086241229464
Vermont,1779.0652001210144,4394.405166009483,3585.6458303122517,1991.3295981828546,4065.746634024946,2706.806061106761,278.0510289649773,618.2017598653687,701.8851106252109,1847.5560591193546,1548.3028927756652,8007.197141937018,3455.0683213401767,1492.81265113518,1224.808692261126,1734.3909480977502,1998.998033654474,1227.5392477716439,2237.377916816301,223.45835906697977,672.9507881134477,258.16989550641625,979.8595260185814,1622.01729361439,2025.169143400811,1748.617790547434,3057.4103758170395,2004.2552877541896,3902.7060745604717,142.42897683038785,484.3021187665302,2978.152096771508,203.56221464621657,1075.9040331596968,2202.198783512909,983.3150902666601,2331.2613563825794,3929.7050263632236,568.0636870012104,287.24456750462264,1353.2809426117046,2198.2565844560127,1502.332142375612,2700.012674751949,3215.487356011112,0.0,852.9389773568083,3855.5000730674824,1001.7511407271558,1356.3022144032961,2639.0879090556214
Virginia,987.9896412364725,4646.903348571615,3148.576537558155,1369.7437163129634,3817.97170310834,2393.578736062493,623.1531060503187,246.85952830758023,156.45360073519407,1007.1474252764984,753.8103773484712,7763.113094172874,3312.5546663326268,1086.4903429516087,794.3220962077432,1454.0849142050927,1597.0400784463097,653.7599207568998,1484.3801108407365,992.4455264076272,179.9898809634981,757.0508863831825,833.9399333740483,1541.087872183158,1297.3671427777783,1293.33440794202,2997.461187432592,1692.1114305527535,3658.9629257131337,805.5119265267292,379.03219594801203,2543.2335463554928,649.449855811247,223.00805875778315,2254.2343945990538,550.6618518764849,1805.1740615369824,3845.3969306554495,307.72005083797865,702.3990689447876,508.80200423343376,2057.1107176757514,843.2092945575173,2034.198095400814,2971.5198164675417,852.9389773568087,0.0,3825.0828094720514,376.8209484404928,1181.9926580481888,2375.0956777661922
Washington,3488.8815042744,1469.1023506393637,1764.806321700911,2884.8050858016404,950.7717136136401,1653.8097994597636,3962.5704178614787,3881.805377954571,3781.344979560864,3770.877958301423,3533.8795739967222,4241.706559493247,644.648765039543,2780.1795447223863,3044.753300450549,2391.0640770165646,2367.9823130908617,3227.4815744969305,3278.648343005468,4058.3446073924883,3818.322004207777,4062.460774617619,3027.6083322183304,2299.5998007221565,3206.830328548559,2655.1145143670738,827.6330672515676,2198.9182533842336,912.4801911635712,3977.3953219505856,3884.2103234318897,1888.9512179171013,3837.914094362449,3839.677897844803,1653.468167617381,3274.4260487493334,2462.1403347623614,235.00237743686841,3722.063624070425,4053.225424810091,3769.3430535371544,1770.261288623044,3201.8902107561607,2848.918565531962,1123.2069959153534,3855.500073067482,3825.0828094720514,0.0,3463.565256927214,2647.8013323520086,1581.7092107679714
West Virginia,787.6579078306802,4336.875674856967,2782.342008823887,1035.8841963284408,3441.165584065311,2016.7882379552216,851.1186312220254,537.0536109374572,404.01589191999415,910.8383591110147,567.2393695860944,7386.901160939893,2940.939899227942,709.9964115405025,421.3299993682149,1082.145526211555,1221.1256878252634,282.4407702669873,1235.8282445791592,1191.046677649859,450.90478775959133,996.9379683450451,546.0254959223382,1200.2960148016969,1025.9602646698445,918.9299087727859,2636.2948925892174,1316.078393359334,3282.214513126803,1005.9584238046497,627.2178395229582,2174.5555172500913,818.2157414705578,390.9082269896528,1922.73848604956,214.6071891026434,1447.2119664764732,3477.500210159471,461.58208764481697,949.8903342207462,486.6113018388094,1693.4006187891316,516.4152223318769,1727.9348796458698,2595.150709624278,1001.7511407271559,376.8209484404928,3463.5652569272133,0.0,837.7496512323909,1998.9541983370211
Wisconsin,1221.914375110254,3506.7025906230892,2241.3748629150778,961.4636009551072,2729.1270870138183,1350.562084308866,1376.8112237871496,1237.8589873440935,1133.7659192216015,1474.8408808102813,1122.8815034096217,6684.649457226316,2162.848307411785,366.6657961904033,453.94330756466627,385.28034152288933,693.0395865652092,662.8600040330481,1411.5042208184334,1579.5177422685465,1171.4695731935249,1501.0920198316105,395.799433622543,362.54731993021323,1198.0421044941208,553.3334883399738,1821.07952339818,653.2064779937247,2566.506392607165,1444.2800867191786,1254.3479779149666,1641.7773831217253,1270.6306773930742,1227.6532998850605,1085.9793249162892,633.9576474160331,1096.5434065312938,2679.5675678852976,1083.5561449603947,1477.4759806978104,1241.782292376283,891.085548168925,799.8437919045631,1605.7548806063946,1874.4482526103172,1356.3022144032961,1181.992658048189,2647.801332352009,837.7496512323906,0.0,1287.8631949234937
Wyoming,1911.6636304916885,2817.3769424856573,1069.7522999370321,1303.3209387016968,1449.2512933884852,157.14023086096813,2662.420305360956,2486.057208463809,2367.093174156955,2191.7485002534754,1973.778137764218,5406.066851085696,977.6607527297414,1289.06113862959,1582.1524950083094,933.72110216775,809.244098982732,1733.7176028827023,1707.7854673205436,2861.2592912412533,2409.9984895833745,2788.6774045222705,1680.567237122223,1039.9196286496017,1625.5783285586576,1112.7921031255323,837.5852104343927,682.9943200536486,1288.0801481595508,2731.5213788709148,2523.0044429256895,617.5084768085652,2558.380959711672,2345.4102142111515,909.1059454803321,1841.7685993145412,892.9679673097129,1536.2513641141113,2345.8624011619027,2763.967868835308,2231.4339679254076,511.04296908808703,1655.964163007081,1365.8266848305057,596.9086241229464,2639.087909055621,2375.0956777661922,1581.7092107679714,1998.9541983370207,1287.8631949234934,0.0
