State,Year,Quarter,Value
AK,1975,1,62.03
AK,1975,2,63.93
AK,1975,3,68.14
AK,1975,4,68.2
AK,1976,1,71.33
AK,1976,2,71.51
AK,1976,3,77.37
AK,1976,4,73.97
AK,1977,1,78.19
AK,1977,2,76.87
AK,1977,3,78.52
AK,1977,4,79.38
AK,1978,1,81.51
AK,1978,2,85.99
AK,1978,3,87.63
AK,1978,4,87.04
AK,1979,1,89.01
AK,1979,2,98.18
AK,1979,3,96.4
AK,1979,4,95.43
AK,1980,1,100
AK,1980,2,82.8
AK,1980,3,73.76
AK,1980,4,94.67
AK,1981,1,89.44
AK,1981,2,108.44
AK,1981,3,116.27
AK,1981,4,129.02
AK,1982,1,136.07
AK,1982,2,130.93
AK,1982,3,140.69
AK,1982,4,136.73
AK,1983,1,138.71
AK,1983,2,140
AK,1983,3,146.48
AK,1983,4,145.89
AK,1984,1,149.85
AK,1984,2,147.67
AK,1984,3,154.26
AK,1984,4,152.27
AK,1985,1,144.51
AK,1985,2,145.06
AK,1985,3,145.62
AK,1985,4,141.55
AK,1986,1,142.47
AK,1986,2,144.88
AK,1986,3,140.29
AK,1986,4,136.97
AK,1987,1,133.55
AK,1987,2,124.12
AK,1987,3,115.91
AK,1987,4,104.95
AK,1988,1,120.71
AK,1988,2,115.13
AK,1988,3,126.39
AK,1988,4,131.9
AK,1989,1,128.45
AK,1989,2,104.22
AK,1989,3,103.98
AK,1989,4,102.02
AK,1990,1,98.65
AK,1990,2,112.41
AK,1990,3,121.79
AK,1990,4,119.85
AK,1991,1,124.06
AK,1991,2,127.17
AK,1991,3,131.08
AK,1991,4,131.21
AK,1992,1,133.02
AK,1992,2,134.27
AK,1992,3,134.95
AK,1992,4,135.45
AK,1993,1,135.31
AK,1993,2,135.84
AK,1993,3,138.29
AK,1993,4,139.08
AK,1994,1,140.19
AK,1994,2,143.43
AK,1994,3,145.31
AK,1994,4,144.37
AK,1995,1,146.62
AK,1995,2,149.12
AK,1995,3,150.62
AK,1995,4,151.14
AK,1996,1,153.5
AK,1996,2,156
AK,1996,3,156.5
AK,1996,4,158.5
AK,1997,1,158.37
AK,1997,2,159.69
AK,1997,3,160.89
AK,1997,4,163.01
AK,1998,1,162.76
AK,1998,2,165.49
AK,1998,3,167
AK,1998,4,166.78
AK,1999,1,168.69
AK,1999,2,172.32
AK,1999,3,171.96
AK,1999,4,172.04
AK,2000,1,171.84
AK,2000,2,174.01
AK,2000,3,175.15
AK,2000,4,175.6
AK,2001,1,178.73
AK,2001,2,182.44
AK,2001,3,185.01
AK,2001,4,185.35
AK,2002,1,188.28
AK,2002,2,193.69
AK,2002,3,194.93
AK,2002,4,194.48
AK,2003,1,195.81
AK,2003,2,198.89
AK,2003,3,203.41
AK,2003,4,211.4
AK,2004,1,212.66
AK,2004,2,217.78
AK,2004,3,229.08
AK,2004,4,231.41
AK,2005,1,237.24
AK,2005,2,246.12
AK,2005,3,254.9
AK,2005,4,262.64
AK,2006,1,266.99
AK,2006,2,273.44
AK,2006,3,278.67
AK,2006,4,280.18
AK,2007,1,284.19
AK,2007,2,286.96
AK,2007,3,285.94
AK,2007,4,285.4
AK,2008,1,285.25
AK,2008,2,285.72
AK,2008,3,281.98
AK,2008,4,284.7
AK,2009,1,285.31
AK,2009,2,282.56
AK,2009,3,281.3
AK,2009,4,282.76
AK,2010,1,278.49
AK,2010,2,280.88
AK,2010,3,282.67
AK,2010,4,283.4
AK,2011,1,283.26
AK,2011,2,282.57
AK,2011,3,283.51
AK,2011,4,285.44
AK,2012,1,283.46
AK,2012,2,282.65
AK,2012,3,285.78
AK,2012,4,287.95
AK,2013,1,291.25
AK,2013,2,291.96
AK,2013,3,294.78
AK,2013,4,296.09
AK,2014,1,293.35
AK,2014,2,299.4
AK,2014,3,303.19
AK,2014,4,302.14
AK,2015,1,305.03
AK,2015,2,308.21
AK,2015,3,311.99
AK,2015,4,312.74
AK,2016,1,313.42
AK,2016,2,315.57
AK,2016,3,317.49
AK,2016,4,315.38
AK,2017,1,317.21
AK,2017,2,317.87
AK,2017,3,321.46
AK,2017,4,321.66
AK,2018,1,321.12
AK,2018,2,323.17
AK,2018,3,323.62
AK,2018,4,323
AK,2019,1,326.05
AK,2019,2,330
AK,2019,3,332.4
AK,2019,4,332.42
AK,2020,1,335.76
AK,2020,2,339.16
AK,2020,3,343.36
AK,2020,4,346.68
AK,2021,1,350.06
AK,2021,2,363.01
AK,2021,3,380.22
AK,2021,4,385.42
AK,2022,1,395.31
AK,2022,2,418.26
AK,2022,3,422.26
AL,1975,1,75.03
AL,1975,2,72.22
AL,1975,3,74.62
AL,1975,4,71.71
AL,1976,1,77.1
AL,1976,2,74.22
AL,1976,3,77.27
AL,1976,4,79.7
AL,1977,1,81.21
AL,1977,2,83.69
AL,1977,3,88.35
AL,1977,4,89.17
AL,1978,1,88.51
AL,1978,2,88.53
AL,1978,3,96.67
AL,1978,4,96.29
AL,1979,1,99.43
AL,1979,2,100.19
AL,1979,3,101.77
AL,1979,4,107.83
AL,1980,1,100
AL,1980,2,103
AL,1980,3,109.88
AL,1980,4,108.89
AL,1981,1,105.4
AL,1981,2,109.02
AL,1981,3,112.39
AL,1981,4,106.67
AL,1982,1,109.19
AL,1982,2,107.02
AL,1982,3,107.66
AL,1982,4,115.5
AL,1983,1,114.57
AL,1983,2,114.45
AL,1983,3,116.85
AL,1983,4,113.69
AL,1984,1,123.5
AL,1984,2,120.18
AL,1984,3,124.79
AL,1984,4,121.23
AL,1985,1,121.37
AL,1985,2,124.6
AL,1985,3,127.35
AL,1985,4,128.28
AL,1986,1,129.51
AL,1986,2,131.86
AL,1986,3,133.33
AL,1986,4,135.93
AL,1987,1,138.05
AL,1987,2,139.11
AL,1987,3,139.68
AL,1987,4,138.33
AL,1988,1,141.99
AL,1988,2,143.04
AL,1988,3,142.65
AL,1988,4,141.28
AL,1989,1,141.46
AL,1989,2,143.36
AL,1989,3,145.53
AL,1989,4,146.6
AL,1990,1,145.48
AL,1990,2,146.68
AL,1990,3,147.27
AL,1990,4,147.43
AL,1991,1,148.71
AL,1991,2,150.9
AL,1991,3,151.76
AL,1991,4,154.21
AL,1992,1,155.47
AL,1992,2,155.64
AL,1992,3,158.6
AL,1992,4,159.95
AL,1993,1,161.02
AL,1993,2,162.76
AL,1993,3,165.66
AL,1993,4,167.12
AL,1994,1,168.21
AL,1994,2,170.24
AL,1994,3,170.96
AL,1994,4,171.1
AL,1995,1,172.66
AL,1995,2,176.1
AL,1995,3,178.89
AL,1995,4,180.25
AL,1996,1,183.42
AL,1996,2,183.4
AL,1996,3,183.78
AL,1996,4,185.9
AL,1997,1,188.03
AL,1997,2,189.24
AL,1997,3,192.18
AL,1997,4,194.67
AL,1998,1,197.88
AL,1998,2,199.43
AL,1998,3,201.6
AL,1998,4,204.11
AL,1999,1,204.76
AL,1999,2,205.57
AL,1999,3,205.93
AL,1999,4,207.57
AL,2000,1,208.32
AL,2000,2,210.04
AL,2000,3,211.69
AL,2000,4,214.4
AL,2001,1,220.64
AL,2001,2,221.56
AL,2001,3,223.16
AL,2001,4,225.68
AL,2002,1,226.06
AL,2002,2,227.23
AL,2002,3,230.6
AL,2002,4,233.28
AL,2003,1,235.66
AL,2003,2,237.74
AL,2003,3,239.35
AL,2003,4,240.93
AL,2004,1,243.15
AL,2004,2,244.71
AL,2004,3,249.23
AL,2004,4,252.91
AL,2005,1,256.2
AL,2005,2,262.32
AL,2005,3,267.84
AL,2005,4,273.31
AL,2006,1,278.81
AL,2006,2,283.41
AL,2006,3,287.97
AL,2006,4,293.48
AL,2007,1,295.42
AL,2007,2,299.51
AL,2007,3,300.23
AL,2007,4,302.54
AL,2008,1,304.46
AL,2008,2,303.22
AL,2008,3,300.96
AL,2008,4,302.51
AL,2009,1,304.7
AL,2009,2,301.41
AL,2009,3,294.22
AL,2009,4,293.32
AL,2010,1,289.1
AL,2010,2,284.81
AL,2010,3,288.65
AL,2010,4,286.24
AL,2011,1,278.74
AL,2011,2,275.01
AL,2011,3,277.2
AL,2011,4,279.34
AL,2012,1,276.43
AL,2012,2,274.51
AL,2012,3,276.41
AL,2012,4,276.89
AL,2013,1,274.13
AL,2013,2,274.78
AL,2013,3,274.25
AL,2013,4,273.16
AL,2014,1,274.91
AL,2014,2,275.65
AL,2014,3,278.65
AL,2014,4,279.98
AL,2015,1,282.95
AL,2015,2,283.79
AL,2015,3,285.51
AL,2015,4,287.44
AL,2016,1,288.01
AL,2016,2,292.18
AL,2016,3,296.69
AL,2016,4,295.82
AL,2017,1,297.42
AL,2017,2,301.04
AL,2017,3,303.94
AL,2017,4,305.88
AL,2018,1,309.36
AL,2018,2,313.9
AL,2018,3,316.89
AL,2018,4,317.57
AL,2019,1,323.49
AL,2019,2,327.84
AL,2019,3,332.61
AL,2019,4,336.55
AL,2020,1,340.35
AL,2020,2,345.36
AL,2020,3,351.81
AL,2020,4,359.33
AL,2021,1,366.62
AL,2021,2,384.06
AL,2021,3,405.6
AL,2021,4,422.31
AL,2022,1,434.57
AL,2022,2,461.46
AL,2022,3,475.8
AR,1975,1,66.66
AR,1975,2,60.3
AR,1975,3,65.04
AR,1975,4,62.91
AR,1976,1,66.83
AR,1976,2,68.59
AR,1976,3,71.49
AR,1976,4,72.24
AR,1977,1,72.87
AR,1977,2,75.01
AR,1977,3,78.28
AR,1977,4,81.01
AR,1978,1,80.9
AR,1978,2,83.61
AR,1978,3,86.22
AR,1978,4,86.26
AR,1979,1,91.7
AR,1979,2,94.74
AR,1979,3,99.33
AR,1979,4,101.5
AR,1980,1,100
AR,1980,2,100.97
AR,1980,3,106.79
AR,1980,4,109.03
AR,1981,1,109.76
AR,1981,2,106.43
AR,1981,3,109.1
AR,1981,4,102.9
AR,1982,1,102.69
AR,1982,2,106.05
AR,1982,3,110.88
AR,1982,4,108.49
AR,1983,1,113.13
AR,1983,2,116.36
AR,1983,3,118
AR,1983,4,118.22
AR,1984,1,120.51
AR,1984,2,118.86
AR,1984,3,119.54
AR,1984,4,120.97
AR,1985,1,121.1
AR,1985,2,119.82
AR,1985,3,123.94
AR,1985,4,124.25
AR,1986,1,125.52
AR,1986,2,128.6
AR,1986,3,126.52
AR,1986,4,128.08
AR,1987,1,129.06
AR,1987,2,130.6
AR,1987,3,127.59
AR,1987,4,124.1
AR,1988,1,126.42
AR,1988,2,127.44
AR,1988,3,126.72
AR,1988,4,126.14
AR,1989,1,127.09
AR,1989,2,126.79
AR,1989,3,127.99
AR,1989,4,127.04
AR,1990,1,127.73
AR,1990,2,127.93
AR,1990,3,128.67
AR,1990,4,128.18
AR,1991,1,129.45
AR,1991,2,130.13
AR,1991,3,131.32
AR,1991,4,133.58
AR,1992,1,134.64
AR,1992,2,134.01
AR,1992,3,136.35
AR,1992,4,137.01
AR,1993,1,138.19
AR,1993,2,140.46
AR,1993,3,143.05
AR,1993,4,144.78
AR,1994,1,147.56
AR,1994,2,148.82
AR,1994,3,150.65
AR,1994,4,151.71
AR,1995,1,152.49
AR,1995,2,156.67
AR,1995,3,158.6
AR,1995,4,159.41
AR,1996,1,161.73
AR,1996,2,162.02
AR,1996,3,161.82
AR,1996,4,163.5
AR,1997,1,165.01
AR,1997,2,166.51
AR,1997,3,167.43
AR,1997,4,169.67
AR,1998,1,171.49
AR,1998,2,171.47
AR,1998,3,174.24
AR,1998,4,176.17
AR,1999,1,176.96
AR,1999,2,177.18
AR,1999,3,177.83
AR,1999,4,178.49
AR,2000,1,179.35
AR,2000,2,181.09
AR,2000,3,182.13
AR,2000,4,184.58
AR,2001,1,189.21
AR,2001,2,190.33
AR,2001,3,192.29
AR,2001,4,194.23
AR,2002,1,194.97
AR,2002,2,195.85
AR,2002,3,199.03
AR,2002,4,201.5
AR,2003,1,203.03
AR,2003,2,204.32
AR,2003,3,206.78
AR,2003,4,209.91
AR,2004,1,212.56
AR,2004,2,216.05
AR,2004,3,219.64
AR,2004,4,223.48
AR,2005,1,226.61
AR,2005,2,231.84
AR,2005,3,237.01
AR,2005,4,240.25
AR,2006,1,243.79
AR,2006,2,247.13
AR,2006,3,249.81
AR,2006,4,252.01
AR,2007,1,254.32
AR,2007,2,255.83
AR,2007,3,255.49
AR,2007,4,256.67
AR,2008,1,256.46
AR,2008,2,255.67
AR,2008,3,252.65
AR,2008,4,253.96
AR,2009,1,256.17
AR,2009,2,253
AR,2009,3,248.91
AR,2009,4,247.89
AR,2010,1,244.53
AR,2010,2,245.31
AR,2010,3,246.11
AR,2010,4,245.06
AR,2011,1,241.12
AR,2011,2,239.43
AR,2011,3,241.61
AR,2011,4,242.81
AR,2012,1,242.22
AR,2012,2,239.77
AR,2012,3,243.14
AR,2012,4,244.7
AR,2013,1,245.38
AR,2013,2,245.74
AR,2013,3,246.49
AR,2013,4,246.06
AR,2014,1,247.46
AR,2014,2,247.45
AR,2014,3,249.6
AR,2014,4,252.37
AR,2015,1,252.44
AR,2015,2,253.29
AR,2015,3,256.88
AR,2015,4,258.92
AR,2016,1,257.51
AR,2016,2,261.41
AR,2016,3,264.16
AR,2016,4,265.55
AR,2017,1,268.48
AR,2017,2,269.82
AR,2017,3,272.74
AR,2017,4,275
AR,2018,1,277.7
AR,2018,2,280.4
AR,2018,3,282.81
AR,2018,4,285.04
AR,2019,1,287.38
AR,2019,2,290.85
AR,2019,3,293.95
AR,2019,4,296.55
AR,2020,1,298.36
AR,2020,2,300.86
AR,2020,3,305.39
AR,2020,4,312.83
AR,2021,1,318.46
AR,2021,2,334.89
AR,2021,3,353.1
AR,2021,4,368.35
AR,2022,1,378.89
AR,2022,2,404.68
AR,2022,3,418.32
AZ,1975,1,60.65
AZ,1975,2,59.9
AZ,1975,3,59.46
AZ,1975,4,56.35
AZ,1976,1,58.99
AZ,1976,2,62.85
AZ,1976,3,61.12
AZ,1976,4,61.79
AZ,1977,1,63.63
AZ,1977,2,63.88
AZ,1977,3,66.18
AZ,1977,4,70.14
AZ,1978,1,71.35
AZ,1978,2,74.13
AZ,1978,3,78.98
AZ,1978,4,83.08
AZ,1979,1,87.18
AZ,1979,2,92.57
AZ,1979,3,95.39
AZ,1979,4,98.93
AZ,1980,1,100
AZ,1980,2,98.39
AZ,1980,3,107.12
AZ,1980,4,107.69
AZ,1981,1,108.79
AZ,1981,2,111.91
AZ,1981,3,116.47
AZ,1981,4,109.72
AZ,1982,1,105.34
AZ,1982,2,109.11
AZ,1982,3,101.43
AZ,1982,4,108.72
AZ,1983,1,118.93
AZ,1983,2,119.08
AZ,1983,3,115.3
AZ,1983,4,112.87
AZ,1984,1,117.52
AZ,1984,2,121.73
AZ,1984,3,122.84
AZ,1984,4,122.51
AZ,1985,1,125.07
AZ,1985,2,125.52
AZ,1985,3,127.24
AZ,1985,4,128.8
AZ,1986,1,131.42
AZ,1986,2,135.38
AZ,1986,3,135.36
AZ,1986,4,132.92
AZ,1987,1,137.73
AZ,1987,2,136.64
AZ,1987,3,135.68
AZ,1987,4,133.54
AZ,1988,1,134.92
AZ,1988,2,136.12
AZ,1988,3,134.1
AZ,1988,4,134.35
AZ,1989,1,133.12
AZ,1989,2,132.6
AZ,1989,3,134.64
AZ,1989,4,133.93
AZ,1990,1,133.69
AZ,1990,2,132.89
AZ,1990,3,134.06
AZ,1990,4,132.73
AZ,1991,1,134.77
AZ,1991,2,135.73
AZ,1991,3,135.18
AZ,1991,4,139.13
AZ,1992,1,139.83
AZ,1992,2,139.55
AZ,1992,3,140.47
AZ,1992,4,141.33
AZ,1993,1,141.45
AZ,1993,2,143.17
AZ,1993,3,144.31
AZ,1993,4,146.22
AZ,1994,1,148.21
AZ,1994,2,150.32
AZ,1994,3,152.28
AZ,1994,4,153.91
AZ,1995,1,155.88
AZ,1995,2,158.73
AZ,1995,3,161.78
AZ,1995,4,163.88
AZ,1996,1,166.44
AZ,1996,2,166.78
AZ,1996,3,168.34
AZ,1996,4,169.75
AZ,1997,1,171.62
AZ,1997,2,172.5
AZ,1997,3,175.53
AZ,1997,4,178.19
AZ,1998,1,180.7
AZ,1998,2,182.2
AZ,1998,3,184.68
AZ,1998,4,186.82
AZ,1999,1,188.69
AZ,1999,2,191.11
AZ,1999,3,193.75
AZ,1999,4,195.61
AZ,2000,1,200.06
AZ,2000,2,202.25
AZ,2000,3,204.96
AZ,2000,4,208.08
AZ,2001,1,212.74
AZ,2001,2,216.02
AZ,2001,3,219.14
AZ,2001,4,221.26
AZ,2002,1,224.27
AZ,2002,2,227.25
AZ,2002,3,231.12
AZ,2002,4,233.79
AZ,2003,1,236.58
AZ,2003,2,239.04
AZ,2003,3,242.73
AZ,2003,4,250.89
AZ,2004,1,255.27
AZ,2004,2,264.38
AZ,2004,3,279.81
AZ,2004,4,291.28
AZ,2005,1,308.97
AZ,2005,2,340.83
AZ,2005,3,369.8
AZ,2005,4,395.52
AZ,2006,1,410.27
AZ,2006,2,418.98
AZ,2006,3,422.62
AZ,2006,4,426.27
AZ,2007,1,424.49
AZ,2007,2,420.84
AZ,2007,3,411.5
AZ,2007,4,404.61
AZ,2008,1,391.21
AZ,2008,2,368.64
AZ,2008,3,341.63
AZ,2008,4,329.59
AZ,2009,1,328.58
AZ,2009,2,305.11
AZ,2009,3,289.36
AZ,2009,4,280.76
AZ,2010,1,272.9
AZ,2010,2,263.34
AZ,2010,3,262.99
AZ,2010,4,256.46
AZ,2011,1,242
AZ,2011,2,230.12
AZ,2011,3,232.04
AZ,2011,4,237.19
AZ,2012,1,236.14
AZ,2012,2,239.03
AZ,2012,3,248.81
AZ,2012,4,256.29
AZ,2013,1,262.58
AZ,2013,2,274.41
AZ,2013,3,282.56
AZ,2013,4,290.47
AZ,2014,1,295.98
AZ,2014,2,301.27
AZ,2014,3,304.4
AZ,2014,4,309.4
AZ,2015,1,312.03
AZ,2015,2,318.7
AZ,2015,3,325.19
AZ,2015,4,329.71
AZ,2016,1,333.64
AZ,2016,2,340.61
AZ,2016,3,346.26
AZ,2016,4,351.89
AZ,2017,1,357.05
AZ,2017,2,366.24
AZ,2017,3,374.01
AZ,2017,4,378.33
AZ,2018,1,386.22
AZ,2018,2,394.3
AZ,2018,3,403.44
AZ,2018,4,408.07
AZ,2019,1,413.35
AZ,2019,2,421.51
AZ,2019,3,427.85
AZ,2019,4,435.21
AZ,2020,1,443.98
AZ,2020,2,451.7
AZ,2020,3,462.73
AZ,2020,4,479.06
AZ,2021,1,500.47
AZ,2021,2,540.24
AZ,2021,3,585.13
AZ,2021,4,614.82
AZ,2022,1,644.51
AZ,2022,2,695.95
AZ,2022,3,706.66
CA,1975,1,41.71
CA,1975,2,42.74
CA,1975,3,44.29
CA,1975,4,45.77
CA,1976,1,47.79
CA,1976,2,50.27
CA,1976,3,53.56
CA,1976,4,55.58
CA,1977,1,58.01
CA,1977,2,63.01
CA,1977,3,67.96
CA,1977,4,70.68
CA,1978,1,73.21
CA,1978,2,75.98
CA,1978,3,78.62
CA,1978,4,81.8
CA,1979,1,84.85
CA,1979,2,88.64
CA,1979,3,93.1
CA,1979,4,96.4
CA,1980,1,100
CA,1980,2,102.86
CA,1980,3,106.54
CA,1980,4,108.38
CA,1981,1,110.4
CA,1981,2,112.94
CA,1981,3,116.32
CA,1981,4,117.52
CA,1982,1,104.22
CA,1982,2,107.39
CA,1982,3,104.86
CA,1982,4,115.85
CA,1983,1,116.71
CA,1983,2,117.43
CA,1983,3,117.24
CA,1983,4,117.76
CA,1984,1,119.5
CA,1984,2,120.13
CA,1984,3,121.7
CA,1984,4,122.78
CA,1985,1,124.52
CA,1985,2,126.32
CA,1985,3,129.18
CA,1985,4,130.59
CA,1986,1,132.27
CA,1986,2,134.81
CA,1986,3,137.77
CA,1986,4,141.12
CA,1987,1,144.74
CA,1987,2,148.3
CA,1987,3,152.96
CA,1987,4,157.28
CA,1988,1,163.05
CA,1988,2,169.76
CA,1988,3,177.82
CA,1988,4,187.54
CA,1989,1,196.34
CA,1989,2,205.99
CA,1989,3,217.9
CA,1989,4,224.74
CA,1990,1,227.52
CA,1990,2,228.24
CA,1990,3,230.18
CA,1990,4,228.64
CA,1991,1,228.56
CA,1991,2,227.14
CA,1991,3,227.14
CA,1991,4,228.82
CA,1992,1,227.61
CA,1992,2,225.25
CA,1992,3,224.81
CA,1992,4,222.71
CA,1993,1,219.27
CA,1993,2,217.38
CA,1993,3,215.54
CA,1993,4,214.26
CA,1994,1,212.15
CA,1994,2,207
CA,1994,3,203.95
CA,1994,4,201.06
CA,1995,1,199.72
CA,1995,2,201.62
CA,1995,3,203.97
CA,1995,4,203.64
CA,1996,1,203.61
CA,1996,2,201.02
CA,1996,3,200.65
CA,1996,4,201.69
CA,1997,1,202.64
CA,1997,2,204.69
CA,1997,3,208.73
CA,1997,4,212.38
CA,1998,1,217.01
CA,1998,2,221.75
CA,1998,3,227.61
CA,1998,4,232
CA,1999,1,235.49
CA,1999,2,239.5
CA,1999,3,245
CA,1999,4,250.19
CA,2000,1,261.08
CA,2000,2,268.09
CA,2000,3,277.09
CA,2000,4,285.66
CA,2001,1,296.7
CA,2001,2,305.78
CA,2001,3,312.21
CA,2001,4,316.6
CA,2002,1,325.06
CA,2002,2,336.09
CA,2002,3,348.74
CA,2002,4,358.94
CA,2003,1,367.22
CA,2003,2,374.11
CA,2003,3,386.79
CA,2003,4,411.53
CA,2004,1,424.8
CA,2004,2,451.4
CA,2004,3,497.29
CA,2004,4,516.41
CA,2005,1,538.98
CA,2005,2,570.55
CA,2005,3,599.06
CA,2005,4,625.79
CA,2006,1,638.77
CA,2006,2,644.62
CA,2006,3,646.72
CA,2006,4,642.99
CA,2007,1,634.21
CA,2007,2,623.58
CA,2007,3,600.28
CA,2007,4,575.81
CA,2008,1,543.52
CA,2008,2,498.64
CA,2008,3,460.8
CA,2008,4,444.94
CA,2009,1,440.93
CA,2009,2,420.82
CA,2009,3,411.52
CA,2009,4,412.85
CA,2010,1,409.81
CA,2010,2,408.6
CA,2010,3,410.84
CA,2010,4,406.31
CA,2011,1,391.81
CA,2011,2,385.53
CA,2011,3,387.13
CA,2011,4,385.95
CA,2012,1,381.65
CA,2012,2,382.29
CA,2012,3,391.22
CA,2012,4,399.54
CA,2013,1,407.96
CA,2013,2,426.7
CA,2013,3,447.7
CA,2013,4,462.56
CA,2014,1,472.2
CA,2014,2,484.98
CA,2014,3,495.11
CA,2014,4,500.73
CA,2015,1,505.96
CA,2015,2,517.32
CA,2015,3,530.5
CA,2015,4,537.82
CA,2016,1,544.87
CA,2016,2,554.51
CA,2016,3,566.65
CA,2016,4,573.47
CA,2017,1,579.44
CA,2017,2,591.48
CA,2017,3,603.23
CA,2017,4,611.89
CA,2018,1,622.35
CA,2018,2,634.2
CA,2018,3,642.22
CA,2018,4,642.15
CA,2019,1,646.23
CA,2019,2,652.85
CA,2019,3,659.73
CA,2019,4,664.01
CA,2020,1,670.25
CA,2020,2,677.92
CA,2020,3,685.86
CA,2020,4,699.97
CA,2021,1,719.52
CA,2021,2,762.27
CA,2021,3,801.88
CA,2021,4,834.41
CA,2022,1,869.02
CA,2022,2,924.56
CA,2022,3,919.15
CO,1975,1,54.16
CO,1975,2,54.89
CO,1975,3,54.77
CO,1975,4,54.98
CO,1976,1,55.01
CO,1976,2,59.83
CO,1976,3,59.6
CO,1976,4,62.11
CO,1977,1,64.98
CO,1977,2,65.51
CO,1977,3,69
CO,1977,4,72.94
CO,1978,1,76.05
CO,1978,2,79.97
CO,1978,3,84.03
CO,1978,4,87.35
CO,1979,1,91.71
CO,1979,2,94.46
CO,1979,3,97.45
CO,1979,4,99.38
CO,1980,1,100
CO,1980,2,102.26
CO,1980,3,107.14
CO,1980,4,106.58
CO,1981,1,106.5
CO,1981,2,108.49
CO,1981,3,114.6
CO,1981,4,110.32
CO,1982,1,119.61
CO,1982,2,120.71
CO,1982,3,122.5
CO,1982,4,126.4
CO,1983,1,126.16
CO,1983,2,125.13
CO,1983,3,126.3
CO,1983,4,121.94
CO,1984,1,126.14
CO,1984,2,125.46
CO,1984,3,125.71
CO,1984,4,123.39
CO,1985,1,126.3
CO,1985,2,125.47
CO,1985,3,126.53
CO,1985,4,124.16
CO,1986,1,128.76
CO,1986,2,129.47
CO,1986,3,128.61
CO,1986,4,127.93
CO,1987,1,129.66
CO,1987,2,128.14
CO,1987,3,125.44
CO,1987,4,124.36
CO,1988,1,125.4
CO,1988,2,125.03
CO,1988,3,123.79
CO,1988,4,123.41
CO,1989,1,123.43
CO,1989,2,124.32
CO,1989,3,126.85
CO,1989,4,126.36
CO,1990,1,126.98
CO,1990,2,128.03
CO,1990,3,129
CO,1990,4,129.31
CO,1991,1,130.75
CO,1991,2,132.42
CO,1991,3,133.59
CO,1991,4,135.84
CO,1992,1,137.75
CO,1992,2,140.83
CO,1992,3,143.9
CO,1992,4,146.61
CO,1993,1,149.3
CO,1993,2,152.95
CO,1993,3,157.28
CO,1993,4,161.16
CO,1994,1,165.88
CO,1994,2,173.52
CO,1994,3,177.82
CO,1994,4,179.31
CO,1995,1,182.61
CO,1995,2,186.23
CO,1995,3,189.93
CO,1995,4,192.83
CO,1996,1,195.2
CO,1996,2,197.71
CO,1996,3,199.9
CO,1996,4,202.65
CO,1997,1,204.79
CO,1997,2,207.45
CO,1997,3,210.77
CO,1997,4,214.05
CO,1998,1,217.06
CO,1998,2,219.69
CO,1998,3,223.69
CO,1998,4,226.42
CO,1999,1,230.81
CO,1999,2,237.89
CO,1999,3,245.74
CO,1999,4,250
CO,2000,1,259.43
CO,2000,2,265.82
CO,2000,3,272.76
CO,2000,4,278.87
CO,2001,1,286.68
CO,2001,2,292.51
CO,2001,3,297.91
CO,2001,4,300.33
CO,2002,1,303.84
CO,2002,2,307.17
CO,2002,3,311.55
CO,2002,4,313.46
CO,2003,1,314.34
CO,2003,2,315.7
CO,2003,3,317.13
CO,2003,4,320.75
CO,2004,1,323.16
CO,2004,2,325.66
CO,2004,3,330.17
CO,2004,4,333.38
CO,2005,1,336.89
CO,2005,2,341.84
CO,2005,3,347.19
CO,2005,4,350.58
CO,2006,1,351.61
CO,2006,2,353.46
CO,2006,3,355.01
CO,2006,4,358.36
CO,2007,1,359.21
CO,2007,2,360.19
CO,2007,3,357.85
CO,2007,4,358.74
CO,2008,1,360.66
CO,2008,2,358.5
CO,2008,3,351.47
CO,2008,4,352.51
CO,2009,1,359.03
CO,2009,2,353.17
CO,2009,3,344.85
CO,2009,4,343.92
CO,2010,1,340.04
CO,2010,2,336.09
CO,2010,3,340.29
CO,2010,4,338.8
CO,2011,1,330.22
CO,2011,2,324.41
CO,2011,3,327.7
CO,2011,4,330.64
CO,2012,1,328.88
CO,2012,2,329.73
CO,2012,3,335.13
CO,2012,4,338.17
CO,2013,1,342.31
CO,2013,2,349.3
CO,2013,3,357.84
CO,2013,4,360.87
CO,2014,1,365.9
CO,2014,2,378.48
CO,2014,3,386.85
CO,2014,4,392.57
CO,2015,1,400.09
CO,2015,2,416.71
CO,2015,3,431.69
CO,2015,4,437.69
CO,2016,1,445.49
CO,2016,2,461.15
CO,2016,3,473.73
CO,2016,4,480.52
CO,2017,1,488.66
CO,2017,2,505.8
CO,2017,3,513.87
CO,2017,4,521.03
CO,2018,1,534.88
CO,2018,2,548.61
CO,2018,3,556.94
CO,2018,4,558.58
CO,2019,1,566.24
CO,2019,2,575.19
CO,2019,3,580.47
CO,2019,4,585.31
CO,2020,1,591.67
CO,2020,2,598.64
CO,2020,3,608.04
CO,2020,4,620.49
CO,2021,1,637.11
CO,2021,2,683.15
CO,2021,3,723.87
CO,2021,4,744.11
CO,2022,1,775.74
CO,2022,2,837.24
CO,2022,3,829.33
CT,1975,1,62.16
CT,1975,2,62.82
CT,1975,3,61.84
CT,1975,4,62.08
CT,1976,1,64.8
CT,1976,2,64.14
CT,1976,3,67.25
